,Payment_system_provider,Payment_number,date_time,Gross_amount,Net_amount,VAT_amount,Store_name,Status,POS,Quantity,Payment_method,Staff_member,Discount,Membership_number,Payment_Confirmation_Code,Currency,Gateway_Fee,Card_Type,Customer_Segment,Card_ID,Location,Loyalty_Points,Refund_Eligibility,Week_day
128,WorldPay,PMT9765,02/09/2024 19:09,19.99,16.66,3.33,Zara,Completed,POS3,1,Cash,Staff4,0,MEM00000,CONF24599,GBP,0.44,MasterCard,Returning Customer,N/A,London,0,Eligible,1
129,Braintree,PMT3834,02/09/2024 19:15,179,149.17,29.83,Zara,Completed,POS1,1,Cash,Staff1,0,MEM00000,CONF97882,GBP,3.72,Amex,New Customer,N/A,London,0,Eligible,1
130,WorldPay,PMT6230,02/09/2024 19:20,35.99,29.99,6,Zara,Completed,POS1,1,Credit Card,Staff2,15,MEM29400,CONF94196,GBP,0.37,Amex,Member,CARD7677,London,2,Eligible,1
131,WorldPay,PMT4330,02/09/2024 19:27,59.99,49.99,10,Zara,Cancelled,POS2,1,Cash,Staff1,0,MEM00000,CONF54515,GBP,1.53,Discover,Returning Customer,N/A,London,0,Eligible,1
132,Braintree,PMT5642,02/09/2024 19:32,595.99,496.66,99.33,Zara,Completed,POS2,3,Cash,Staff1,0,MEM00000,CONF78163,GBP,15.18,Discover,New Customer,N/A,London,0,Eligible,1
133,Shopify,PMT6045,02/09/2024 19:41,95.98,79.98,16,Zara,Completed,POS3,2,Cash,Staff1,0,MEM00000,CONF27510,GBP,2.47,Amex,Returning Customer,N/A,London,0,Eligible,1
134,Shopify,PMT5959,02/09/2024 19:50,399,332.5,66.5,Zara,Completed,POS2,1,Cash,Staff2,0,MEM00000,CONF78265,GBP,5.01,Visa,New Customer,N/A,London,0,Eligible,1
135,Shopify,PMT1470,02/09/2024 20:00,82.98,69.15,13.83,Zara,Completed,POS1,2,Credit Card,Staff3,0,MEM00000,CONF47019,GBP,1.55,Visa,New Customer,CARD3514,London,0,Eligible,1
136,WorldPay,PMT7550,02/09/2024 20:07,149,124.17,24.83,Zara,Completed,POS1,1,Online,Staff2,0,MEM00000,CONF34990,GBP,4.21,MasterCard,Returning Customer,N/A,London,0,Eligible,1
137,Shopify,PMT2684,02/09/2024 20:14,408,340,68,Zara,Completed,POS3,2,Cash,Staff3,0,MEM00000,CONF34250,GBP,6.24,Amex,New Customer,N/A,London,0,Eligible,1
138,WorldPay,PMT5275,02/09/2024 20:19,89.99,74.99,15,Zara,Completed,POS3,1,Cash,Staff2,0,MEM78630,CONF67305,GBP,2.42,MasterCard,Member,N/A,London,7,Eligible,1
139,Braintree,PMT6789,02/09/2024 20:25,228.99,190.83,38.16,Zara,Completed,POS3,2,Cash,Staff3,10,MEM53332,CONF80031,GBP,3.29,Visa,Member,N/A,London,19,Eligible,1
140,WorldPay,PMT2091,02/09/2024 20:35,95.98,79.98,16,Zara,Completed,POS2,2,Cash,Staff1,0,MEM00000,CONF84955,GBP,1.14,MasterCard,Returning Customer,N/A,London,0,Eligible,1
141,Braintree,PMT6426,02/09/2024 20:45,179.98,149.98,30,Zara,Completed,POS3,2,Cash,Staff3,0,MEM00000,CONF15936,GBP,4.21,Visa,New Customer,N/A,London,0,Eligible,1
142,Shopify,PMT6689,02/09/2024 20:51,249.97,208.31,41.66,Zara,Completed,POS1,3,Credit Card,Staff2,0,MEM00000,CONF17645,GBP,4.24,Amex,New Customer,CARD4176,London,0,Eligible,1
143,WorldPay,PMT3199,02/09/2024 20:58,79.99,66.66,13.33,Zara,Completed,POS2,1,Credit Card,Staff2,0,MEM00000,CONF77608,GBP,1.18,Amex,New Customer,CARD8201,London,0,Eligible,1
144,Shopify,PMT9385,02/09/2024 21:06,9.99,8.33,1.66,Zara,Completed,POS2,1,Cash,Staff1,0,MEM00000,CONF97361,GBP,0.16,Amex,New Customer,N/A,London,0,Eligible,1
145,Braintree,PMT8554,02/09/2024 21:11,357.99,298.33,59.66,Zara,Completed,POS3,3,Cash,Staff1,0,MEM89233,CONF16850,GBP,8.79,Amex,Member,N/A,London,29,Eligible,1
146,WorldPay,PMT8502,02/09/2024 21:21,19.99,16.66,3.33,Zara,Completed,POS1,1,Cash,Staff2,0,MEM00000,CONF29452,GBP,0.59,MasterCard,New Customer,N/A,London,0,Eligible,1
147,Shopify,PMT8095,02/09/2024 21:29,348,290,58,Zara,Completed,POS1,2,Cash,Staff1,0,MEM99275,CONF88104,GBP,6.1,Visa,Member,N/A,London,29,Eligible,1
148,Braintree,PMT2709,02/09/2024 21:35,358.98,299.15,59.83,Zara,Completed,POS2,3,Credit Card,Staff1,0,MEM59214,CONF83888,GBP,9.3,Visa,Member,CARD4792,London,29,Eligible,1
149,WorldPay,PMT4915,02/09/2024 21:42,89.99,74.99,15,Zara,Cancelled,POS3,1,Online,Staff3,10,MEM27432,CONF39860,GBP,1.38,MasterCard,Member,N/A,London,7,Eligible,1
150,Braintree,PMT3254,02/09/2024 21:49,35.99,29.99,6,Zara,Completed,POS2,1,Cash,Staff1,0,MEM00000,CONF45276,GBP,0.45,Visa,Returning Customer,N/A,London,0,Eligible,1
151,Braintree,PMT3464,02/09/2024 21:59,119,99.17,19.83,Zara,Completed,POS3,1,Credit Card,Staff4,10,MEM16712,CONF17425,GBP,2.72,MasterCard,Member,CARD7213,London,9,Eligible,1
152,Shopify,PMT9014,02/09/2024 22:06,17.99,14.99,3,Zara,Completed,POS3,1,Cash,Staff3,5,MEM80603,CONF90840,GBP,0.26,Amex,Member,N/A,London,1,Eligible,1
153,WorldPay,PMT8180,02/09/2024 22:11,224.98,187.48,37.5,Zara,Completed,POS2,3,Debit Card,Staff4,5,MEM63773,CONF63277,GBP,5.02,MasterCard,Member,CARD5153,London,18,Eligible,1
154,Braintree,PMT7733,02/09/2024 22:21,128.99,107.49,21.5,Zara,Completed,POS3,2,Online,Staff3,0,MEM00000,CONF28911,GBP,1.55,MasterCard,New Customer,N/A,London,0,Eligible,1
155,Shopify,PMT6106,02/09/2024 22:28,45.99,38.33,7.66,Zara,Completed,POS3,1,Cash,Staff1,0,MEM00000,CONF61872,GBP,0.9,Visa,New Customer,N/A,London,0,Eligible,1
156,Braintree,PMT9022,02/09/2024 22:38,198.99,165.83,33.16,Zara,Completed,POS2,2,Credit Card,Staff3,0,MEM00000,CONF30342,GBP,4.02,Discover,New Customer,CARD5294,London,0,Eligible,1
157,Shopify,PMT2341,02/09/2024 22:45,99.98,83.32,16.66,Zara,Completed,POS1,2,Credit Card,Staff4,0,MEM53534,CONF17935,GBP,2.03,Visa,Member,CARD6840,London,8,Eligible,1
158,Shopify,PMT3422,02/09/2024 22:53,416.99,347.49,69.5,Zara,Completed,POS3,2,Cash,Staff3,10,MEM62599,CONF74636,GBP,6.84,Amex,Member,N/A,London,34,Eligible,1
159,Braintree,PMT4759,03/09/2024 09:00,467,389.17,77.83,Zara,Completed,POS2,3,Cash,Staff4,0,MEM00000,CONF90115,GBP,5.63,Amex,New Customer,N/A,London,0,Eligible,2
160,Braintree,PMT5686,03/09/2024 09:18,444.99,370.83,74.16,Zara,Completed,POS2,2,Credit Card,Staff1,0,MEM00000,CONF74733,GBP,10.09,Discover,New Customer,CARD6220,London,0,Eligible,2
161,WorldPay,PMT6737,03/09/2024 09:38,119,99.17,19.83,Zara,Completed,POS2,1,Cash,Staff1,0,MEM00000,CONF26272,GBP,1.55,Visa,New Customer,N/A,London,0,Eligible,2
162,Braintree,PMT7717,03/09/2024 10:03,35.99,29.99,6,Zara,Completed,POS3,1,Credit Card,Staff4,0,MEM00000,CONF90715,GBP,0.73,Amex,New Customer,CARD4485,London,0,Eligible,2
163,Shopify,PMT5582,03/09/2024 10:25,112.97,94.14,18.83,Zara,Completed,POS3,3,Online,Staff4,0,MEM00000,CONF23708,GBP,1.73,Visa,New Customer,N/A,London,0,Eligible,2
164,Braintree,PMT5779,03/09/2024 10:47,109,90.83,18.17,Zara,Completed,POS1,1,Cash,Staff1,0,MEM00000,CONF63347,GBP,3.03,MasterCard,New Customer,N/A,London,0,Eligible,2
165,WorldPay,PMT4866,03/09/2024 11:04,168.99,140.83,28.16,Zara,Completed,POS3,2,Cash,Staff3,0,MEM00000,CONF65632,GBP,3.31,Visa,New Customer,N/A,London,0,Eligible,2
166,Shopify,PMT6154,03/09/2024 11:25,439.98,366.65,73.33,Zara,Cancelled,POS3,3,Cash,Staff2,15,MEM57770,CONF96880,GBP,12.4,MasterCard,Member,N/A,London,36,Eligible,2
167,Braintree,PMT5806,03/09/2024 11:41,269.98,224.98,45,Zara,Completed,POS3,3,Credit Card,Staff4,0,MEM00000,CONF84442,GBP,3.69,Amex,New Customer,CARD5371,London,0,Eligible,2
168,Braintree,PMT7226,03/09/2024 12:06,179,149.17,29.83,Zara,Completed,POS1,1,Cash,Staff1,0,MEM00000,CONF45955,GBP,5.03,Discover,New Customer,N/A,London,0,Eligible,2
169,WorldPay,PMT8484,03/09/2024 12:20,45.99,38.33,7.66,Zara,Completed,POS1,1,Credit Card,Staff4,0,MEM00000,CONF20481,GBP,0.46,Visa,New Customer,CARD5844,London,0,Eligible,2
170,Shopify,PMT9248,03/09/2024 12:35,45.99,38.33,7.66,Zara,Completed,POS3,1,Cash,Staff1,10,MEM45767,CONF48881,GBP,1.32,Discover,Member,N/A,London,3,Eligible,2
171,Shopify,PMT6527,03/09/2024 12:47,331.98,276.65,55.33,Zara,Completed,POS2,3,Credit Card,Staff3,5,MEM49222,CONF85295,GBP,9.11,Visa,Member,CARD9206,London,27,Eligible,2
172,WorldPay,PMT6137,03/09/2024 13:01,35.99,29.99,6,Zara,Completed,POS1,1,Credit Card,Staff4,0,MEM00000,CONF81173,GBP,0.92,MasterCard,New Customer,CARD5215,London,0,Eligible,2
173,Braintree,PMT7645,03/09/2024 13:12,261.98,218.32,43.66,Zara,Completed,POS2,3,Cash,Staff3,0,MEM00000,CONF70980,GBP,3.48,Visa,New Customer,N/A,London,0,Eligible,2
174,Shopify,PMT7923,03/09/2024 13:22,119,99.17,19.83,Zara,Completed,POS3,1,Credit Card,Staff4,0,MEM00000,CONF18108,GBP,1.97,Discover,New Customer,CARD3729,London,0,Eligible,2
175,WorldPay,PMT4309,03/09/2024 13:37,188.99,157.49,31.5,Zara,Completed,POS2,2,Credit Card,Staff3,0,MEM17143,CONF11864,GBP,3.2,Visa,Member,CARD4103,London,15,Eligible,2
176,Shopify,PMT1128,03/09/2024 13:50,79.99,66.66,13.33,Zara,Completed,POS3,1,Credit Card,Staff4,0,MEM36889,CONF11214,GBP,1.07,Amex,Member,CARD1987,London,6,Eligible,2
177,Shopify,PMT7964,03/09/2024 14:03,17.99,14.99,3,Zara,Completed,POS1,1,Cash,Staff3,0,MEM00000,CONF67845,GBP,0.41,Amex,New Customer,N/A,London,0,Eligible,2
178,Braintree,PMT2596,03/09/2024 14:18,436.98,364.15,72.83,Zara,Completed,POS1,3,Credit Card,Staff4,0,MEM00000,CONF68584,GBP,11.7,Visa,New Customer,CARD1214,London,0,Eligible,2
179,Shopify,PMT7991,03/09/2024 14:32,264.99,220.83,44.16,Zara,Completed,POS1,2,Cash,Staff2,0,MEM00000,CONF72884,GBP,2.74,Amex,New Customer,N/A,London,0,Eligible,2
180,WorldPay,PMT4184,03/09/2024 14:46,548,456.67,91.33,Zara,Completed,POS2,2,Cash,Staff3,0,MEM00000,CONF66302,GBP,14.59,MasterCard,New Customer,N/A,London,0,Eligible,2
181,Braintree,PMT9465,03/09/2024 14:59,79.98,66.65,13.33,Zara,Completed,POS1,2,Debit Card,Staff3,0,MEM00000,CONF24283,GBP,1.73,MasterCard,New Customer,CARD6274,London,0,Eligible,2
182,Braintree,PMT4478,03/09/2024 15:14,477,397.5,79.5,Zara,Completed,POS3,3,Cash,Staff1,0,MEM00000,CONF65960,GBP,6.33,MasterCard,Returning Customer,N/A,London,0,Eligible,2
183,WorldPay,PMT1716,03/09/2024 15:26,307.99,256.66,51.33,Zara,Completed,POS1,3,Cash,Staff2,0,MEM00000,CONF40992,GBP,5.05,MasterCard,Returning Customer,N/A,London,0,Eligible,2
184,WorldPay,PMT7570,03/09/2024 15:41,179,149.17,29.83,Zara,Completed,POS3,1,Online,Staff3,10,MEM31005,CONF66728,GBP,4.97,MasterCard,Member,N/A,London,14,Eligible,2
185,Shopify,PMT1337,03/09/2024 15:52,154.99,129.16,25.83,Zara,Completed,POS3,2,Cash,Staff2,0,MEM00000,CONF23474,GBP,2.79,MasterCard,Returning Customer,N/A,London,0,Eligible,2
186,WorldPay,PMT2870,03/09/2024 16:02,179,149.17,29.83,Zara,Completed,POS3,1,Cash,Staff4,15,MEM10574,CONF99709,GBP,3.74,Amex,Member,N/A,London,14,Eligible,2
187,Braintree,PMT4778,03/09/2024 16:13,179,149.17,29.83,Zara,Completed,POS1,1,Cash,Staff3,10,MEM25876,CONF62331,GBP,4.4,Discover,Member,N/A,London,14,Eligible,2
188,Braintree,PMT5922,03/09/2024 16:24,89.99,74.99,15,Zara,Completed,POS2,1,Cash,Staff1,0,MEM32304,CONF82625,GBP,2.06,Visa,Member,N/A,London,7,Eligible,2
189,Braintree,PMT8924,03/09/2024 16:38,78.97,65.81,13.16,Zara,Completed,POS2,3,Cash,Staff2,0,MEM00000,CONF15347,GBP,1.76,Amex,New Customer,N/A,London,0,Eligible,2
190,Braintree,PMT2582,03/09/2024 16:51,310.99,259.16,51.83,Zara,Completed,POS2,3,Cash,Staff4,0,MEM00000,CONF51670,GBP,3.98,Amex,Returning Customer,N/A,London,0,Eligible,2
191,Braintree,PMT3315,03/09/2024 17:06,45.98,38.32,7.66,Zara,Completed,POS1,2,Cash,Staff4,0,MEM00000,CONF46067,GBP,1.07,Discover,New Customer,N/A,London,0,Eligible,2
192,Braintree,PMT3433,03/09/2024 17:14,166.99,139.16,27.83,Zara,Completed,POS1,2,Cash,Staff3,0,MEM00000,CONF69371,GBP,4.75,Amex,New Customer,N/A,London,0,Eligible,2
193,WorldPay,PMT4371,03/09/2024 17:22,497,414.17,82.83,Zara,Completed,POS1,3,Cash,Staff2,10,MEM13997,CONF26245,GBP,12.96,MasterCard,Member,N/A,London,41,Eligible,2
194,Shopify,PMT8201,03/09/2024 17:29,22.99,19.16,3.83,Zara,Completed,POS3,1,Cash,Staff3,0,MEM00000,CONF19059,GBP,0.53,Visa,Returning Customer,N/A,London,0,Eligible,2
195,Braintree,PMT2603,03/09/2024 17:37,258.99,215.83,43.16,Zara,Completed,POS3,2,Cash,Staff4,0,MEM00000,CONF65463,GBP,6.59,MasterCard,New Customer,N/A,London,0,Eligible,2
196,WorldPay,PMT8178,03/09/2024 17:42,19.99,16.66,3.33,Zara,Completed,POS2,1,Debit Card,Staff3,0,MEM00000,CONF57778,GBP,0.27,MasterCard,New Customer,CARD1533,London,0,Eligible,2
197,Shopify,PMT3369,03/09/2024 17:52,128.99,107.49,21.5,Zara,Completed,POS3,2,Cash,Staff4,0,MEM00000,CONF13705,GBP,2.45,Amex,New Customer,N/A,London,0,Eligible,2
198,Shopify,PMT9928,03/09/2024 18:02,149.97,124.98,24.99,Zara,Completed,POS2,3,Credit Card,Staff4,0,MEM00000,CONF11887,GBP,3.16,Visa,New Customer,CARD9785,London,0,Eligible,2
199,Braintree,PMT2600,03/09/2024 18:07,59.99,49.99,10,Zara,Completed,POS2,1,Cash,Staff1,0,MEM00000,CONF43089,GBP,1.18,Amex,Returning Customer,N/A,London,0,Eligible,2
200,Shopify,PMT2066,03/09/2024 18:15,297.98,248.32,49.66,Zara,Completed,POS3,3,Cash,Staff1,0,MEM00000,CONF18898,GBP,4.76,MasterCard,New Customer,N/A,London,0,Eligible,2
201,WorldPay,PMT4235,03/09/2024 18:21,17.99,14.99,3,Zara,Completed,POS1,1,Credit Card,Staff2,15,MEM57592,CONF65403,GBP,0.21,Visa,Member,CARD7229,London,1,Eligible,2
202,WorldPay,PMT3377,03/09/2024 18:31,19.99,16.66,3.33,Zara,Completed,POS2,1,Online,Staff3,15,MEM36103,CONF94474,GBP,0.33,Visa,Member,N/A,London,1,Eligible,2
203,WorldPay,PMT5264,03/09/2024 18:41,79.99,66.66,13.33,Zara,Completed,POS3,1,Online,Staff3,0,MEM00000,CONF13458,GBP,1.18,Amex,Returning Customer,N/A,London,0,Eligible,2
204,Braintree,PMT1475,03/09/2024 18:46,128.99,107.49,21.5,Zara,Completed,POS1,2,Debit Card,Staff1,0,MEM00000,CONF91688,GBP,3.47,Discover,New Customer,CARD5575,London,0,Eligible,2
205,WorldPay,PMT4367,03/09/2024 18:51,138.99,115.83,23.16,Zara,Completed,POS2,2,Cash,Staff3,0,MEM00000,CONF13803,GBP,3.51,Amex,New Customer,N/A,London,0,Eligible,2
206,Braintree,PMT4578,03/09/2024 18:59,9.99,8.33,1.66,Zara,Completed,POS2,1,Credit Card,Staff3,0,MEM00000,CONF71249,GBP,0.18,Discover,New Customer,CARD4256,London,0,Eligible,2
207,WorldPay,PMT5098,03/09/2024 19:05,320.99,267.49,53.5,Zara,Completed,POS3,3,Cash,Staff4,0,MEM00000,CONF54806,GBP,6.65,Visa,Returning Customer,N/A,London,0,Eligible,2
208,Braintree,PMT5433,03/09/2024 19:14,105.98,88.32,17.66,Zara,Completed,POS2,2,Cash,Staff4,0,MEM00000,CONF26121,GBP,2.76,Discover,New Customer,N/A,London,0,Eligible,2
209,Braintree,PMT5062,03/09/2024 19:20,198.99,165.83,33.16,Zara,Completed,POS1,2,Debit Card,Staff4,0,MEM00000,CONF88988,GBP,5.2,Discover,New Customer,CARD6224,London,0,Eligible,2
210,WorldPay,PMT7542,03/09/2024 19:29,171.97,143.31,28.66,Zara,Completed,POS2,3,Credit Card,Staff3,0,MEM00000,CONF53848,GBP,4.79,Amex,New Customer,CARD5776,London,0,Eligible,2
211,WorldPay,PMT7902,03/09/2024 19:35,317.99,264.99,53,Zara,Completed,POS1,3,Credit Card,Staff3,0,MEM00000,CONF54556,GBP,5.01,Discover,New Customer,CARD9090,London,0,Eligible,2
212,WorldPay,PMT1215,03/09/2024 19:41,27.98,23.32,4.66,Zara,Completed,POS1,2,Credit Card,Staff3,0,MEM00000,CONF21056,GBP,0.72,Visa,New Customer,CARD6369,London,0,Eligible,2
213,Braintree,PMT3775,03/09/2024 19:51,229,190.83,38.17,Zara,Completed,POS1,1,Cash,Staff3,5,MEM18095,CONF56118,GBP,3.01,Discover,Member,N/A,London,19,Eligible,2
214,Braintree,PMT5665,03/09/2024 19:56,50.97,42.48,8.49,Zara,Completed,POS3,3,Cash,Staff1,0,MEM00000,CONF68578,GBP,0.77,Amex,Returning Customer,N/A,London,0,Eligible,2
215,Braintree,PMT2486,03/09/2024 20:03,17.99,14.99,3,Zara,Completed,POS2,1,Credit Card,Staff3,0,MEM00000,CONF93709,GBP,0.2,Discover,New Customer,CARD3170,London,0,Eligible,2
216,Braintree,PMT8086,03/09/2024 20:13,229,190.83,38.17,Zara,Completed,POS3,1,Credit Card,Staff3,0,MEM97343,CONF86883,GBP,6.59,Visa,Member,CARD3093,London,19,Eligible,2
217,Shopify,PMT6738,03/09/2024 20:20,399,332.5,66.5,Zara,Completed,POS3,1,Cash,Staff1,0,MEM00000,CONF41205,GBP,6.36,Amex,New Customer,N/A,London,0,Eligible,2
218,WorldPay,PMT1854,03/09/2024 20:30,125.97,104.98,20.99,Zara,Completed,POS3,3,Credit Card,Staff1,0,MEM00000,CONF75983,GBP,2.58,Visa,New Customer,CARD2008,London,0,Eligible,2
219,Shopify,PMT1107,03/09/2024 20:36,69.99,58.32,11.67,Zara,Completed,POS2,1,Credit Card,Staff1,0,MEM00000,CONF67502,GBP,1.68,Discover,New Customer,CARD4728,London,0,Eligible,2
220,Shopify,PMT7737,03/09/2024 20:41,587,489.17,97.83,Zara,Completed,POS1,3,Cash,Staff2,0,MEM00000,CONF37879,GBP,17.04,Amex,Returning Customer,N/A,London,0,Eligible,2
221,Shopify,PMT5020,03/09/2024 20:49,399,332.5,66.5,Zara,Completed,POS3,1,Online,Staff4,5,MEM48266,CONF70362,GBP,10.08,Visa,Member,N/A,London,33,Eligible,2
222,WorldPay,PMT2154,03/09/2024 20:58,209.97,174.97,35,Zara,Completed,POS1,3,Cash,Staff3,0,MEM00000,CONF41461,GBP,3.64,Amex,Returning Customer,N/A,London,0,Eligible,2
223,Braintree,PMT8730,03/09/2024 21:03,17.99,14.99,3,Zara,Completed,POS3,1,Credit Card,Staff1,0,MEM00000,CONF35190,GBP,0.31,Visa,New Customer,CARD2899,London,0,Eligible,2
224,WorldPay,PMT5606,03/09/2024 21:12,570.99,475.83,95.16,Zara,Completed,POS3,3,Cash,Staff4,0,MEM00000,CONF49387,GBP,9.17,Visa,New Customer,N/A,London,0,Eligible,2
225,Shopify,PMT6132,03/09/2024 21:17,315.99,263.33,52.66,Zara,Completed,POS1,3,Cash,Staff2,0,MEM00000,CONF12800,GBP,5.88,Visa,New Customer,N/A,London,0,Eligible,2
226,Shopify,PMT2607,03/09/2024 21:24,368.98,307.48,61.5,Zara,Completed,POS1,3,Debit Card,Staff1,0,MEM00000,CONF78115,GBP,8.7,Discover,New Customer,CARD5116,London,0,Eligible,2
227,Shopify,PMT5362,03/09/2024 21:30,399,332.5,66.5,Zara,Completed,POS2,1,Credit Card,Staff3,0,MEM00000,CONF98383,GBP,10.01,Amex,New Customer,CARD1575,London,0,Eligible,2
228,Braintree,PMT4720,03/09/2024 21:37,35.98,29.98,6,Zara,Completed,POS1,2,Credit Card,Staff3,0,MEM00000,CONF77683,GBP,0.51,MasterCard,New Customer,CARD1802,London,0,Eligible,2
229,Braintree,PMT7795,03/09/2024 21:44,264.99,220.83,44.16,Zara,Completed,POS1,2,Cash,Staff3,0,MEM00000,CONF81658,GBP,5.57,MasterCard,Returning Customer,N/A,London,0,Eligible,2
230,Braintree,PMT9795,03/09/2024 21:49,307.99,256.66,51.33,Zara,Completed,POS1,3,Online,Staff3,0,MEM00000,CONF54702,GBP,5.46,Visa,New Customer,N/A,London,0,Eligible,2
231,WorldPay,PMT4686,03/09/2024 21:58,421.99,351.66,70.33,Zara,Completed,POS3,2,Debit Card,Staff1,0,MEM00000,CONF59946,GBP,9.51,Discover,New Customer,CARD6481,London,0,Eligible,2
232,Shopify,PMT6129,03/09/2024 22:06,228.99,190.83,38.16,Zara,Completed,POS1,2,Credit Card,Staff1,0,MEM00000,CONF62273,GBP,2.93,MasterCard,New Customer,CARD3216,London,0,Eligible,2
233,WorldPay,PMT6786,03/09/2024 22:11,65.98,54.98,11,Zara,Completed,POS2,2,Cash,Staff4,5,MEM88566,CONF71161,GBP,1.3,Visa,Member,N/A,London,5,Eligible,2
234,WorldPay,PMT2280,03/09/2024 22:21,59.99,49.99,10,Zara,Completed,POS3,1,Cash,Staff4,0,MEM00000,CONF12965,GBP,1.37,Amex,New Customer,N/A,London,0,Eligible,2
235,WorldPay,PMT9156,03/09/2024 22:28,488.98,407.48,81.5,Zara,Completed,POS3,3,Online,Staff3,10,MEM28157,CONF82904,GBP,13.33,Visa,Member,N/A,London,40,Eligible,2
236,Shopify,PMT4045,03/09/2024 22:37,95.97,79.98,15.99,Zara,Completed,POS1,3,Credit Card,Staff4,0,MEM00000,CONF67440,GBP,2.16,Amex,New Customer,CARD1610,London,0,Eligible,2
237,Shopify,PMT5573,03/09/2024 22:46,45.99,38.33,7.66,Zara,Completed,POS2,1,Cash,Staff2,0,MEM00000,CONF28090,GBP,0.93,Amex,Returning Customer,N/A,London,0,Eligible,2
238,Shopify,PMT5989,03/09/2024 22:52,63.98,53.32,10.66,Zara,Completed,POS3,2,Debit Card,Staff1,15,MEM11219,CONF32794,GBP,0.75,MasterCard,Member,CARD7581,London,5,Eligible,2
239,WorldPay,PMT8656,04/09/2024 09:00,52.97,44.14,8.83,Zara,Completed,POS3,3,Credit Card,Staff4,0,MEM00000,CONF55113,GBP,1.46,Visa,New Customer,CARD4621,London,0,Eligible,3
240,WorldPay,PMT8148,04/09/2024 09:20,229,190.83,38.17,Zara,Completed,POS3,1,Cash,Staff3,0,MEM00000,CONF24790,GBP,5.18,Visa,New Customer,N/A,London,0,Eligible,3
241,Shopify,PMT2886,04/09/2024 09:50,149,124.17,24.83,Zara,Completed,POS3,1,Cash,Staff3,0,MEM00000,CONF33294,GBP,3.06,Discover,New Customer,N/A,London,0,Eligible,3
242,Braintree,PMT5898,04/09/2024 10:12,229,190.83,38.17,Zara,Completed,POS3,1,Cash,Staff4,0,MEM00000,CONF82664,GBP,2.66,Visa,New Customer,N/A,London,0,Eligible,3
243,Shopify,PMT1634,04/09/2024 10:37,89.99,74.99,15,Zara,Completed,POS2,1,Debit Card,Staff4,0,MEM00000,CONF55828,GBP,2.62,Amex,New Customer,CARD6047,London,0,Eligible,3
244,Braintree,PMT8404,04/09/2024 11:00,298,248.33,49.67,Zara,Completed,POS1,2,Online,Staff3,5,MEM16095,CONF29221,GBP,5.19,Discover,Member,N/A,London,24,Eligible,3
245,WorldPay,PMT6969,04/09/2024 11:18,179,149.17,29.83,Zara,Completed,POS3,1,Credit Card,Staff2,5,MEM58653,CONF57001,GBP,1.99,Discover,Member,CARD9996,London,14,Eligible,3
246,WorldPay,PMT2657,04/09/2024 11:37,408.99,340.83,68.16,Zara,Completed,POS3,2,Debit Card,Staff4,0,MEM00000,CONF67647,GBP,4.2,Discover,New Customer,CARD9743,London,0,Eligible,3
247,Shopify,PMT8447,04/09/2024 12:00,59.99,49.99,10,Zara,Completed,POS3,1,Credit Card,Staff4,0,MEM00000,CONF66852,GBP,1.07,Visa,New Customer,CARD6073,London,0,Eligible,3
248,WorldPay,PMT3135,04/09/2024 12:12,238.99,199.16,39.83,Zara,Completed,POS3,2,Cash,Staff4,0,MEM00000,CONF98336,GBP,3.13,Visa,Returning Customer,N/A,London,0,Eligible,3
249,Shopify,PMT6512,04/09/2024 12:27,17.99,14.99,3,Zara,Completed,POS1,1,Credit Card,Staff3,0,MEM00000,CONF32497,GBP,0.45,MasterCard,New Customer,CARD7096,London,0,Eligible,3
250,WorldPay,PMT3118,04/09/2024 12:41,69.99,58.32,11.67,Zara,Completed,POS3,1,Debit Card,Staff4,0,MEM00000,CONF45848,GBP,1.43,Discover,New Customer,CARD6729,London,0,Eligible,3
251,Braintree,PMT1624,04/09/2024 12:53,229,190.83,38.17,Zara,Completed,POS1,1,Debit Card,Staff2,5,MEM35688,CONF73978,GBP,2.78,Discover,Member,CARD3243,London,19,Eligible,3
252,Shopify,PMT8611,04/09/2024 13:06,179.98,149.98,30,Zara,Completed,POS2,2,Cash,Staff2,0,MEM00000,CONF67552,GBP,3.09,Discover,New Customer,N/A,London,0,Eligible,3
253,Shopify,PMT3356,04/09/2024 13:18,50.97,42.48,8.49,Zara,Completed,POS1,3,Cash,Staff4,15,MEM25393,CONF12048,GBP,0.67,Discover,Member,N/A,London,4,Eligible,3
254,Shopify,PMT8253,04/09/2024 13:30,109,90.83,18.17,Zara,Completed,POS1,1,Cash,Staff2,0,MEM00000,CONF30426,GBP,3.23,Visa,New Customer,N/A,London,0,Eligible,3
255,Shopify,PMT8617,04/09/2024 13:42,208.98,174.15,34.83,Zara,Completed,POS2,3,Credit Card,Staff4,0,MEM00000,CONF12544,GBP,2.57,Discover,New Customer,CARD2260,London,0,Eligible,3
256,Shopify,PMT8154,04/09/2024 13:53,413.99,344.99,69,Zara,Completed,POS2,3,Debit Card,Staff2,0,MEM00000,CONF51783,GBP,10.37,MasterCard,New Customer,CARD8419,London,0,Eligible,3
257,WorldPay,PMT7542,04/09/2024 14:08,130.97,109.14,21.83,Zara,Completed,POS2,3,Cash,Staff1,0,MEM00000,CONF32751,GBP,2.92,MasterCard,Returning Customer,N/A,London,0,Eligible,3
